species,Spnvisits
Ramboldia insidiosa,0
Ramonia chrysophaea,9
Ramonia dictyospora,10
Ramonia interjecta,27
Ramonia nigra,0
Refractohilum galligenum,5
Refractohilum pluriseptatum,1
Reichlingia leopoldii,0
Rhagadostoma lichenicola,0
Rhaphidicyrtis trichosporella,11
Rhexophiale rhexoblephara,4
Rhizocarpon alpicola,3
Rhizocarpon amphibium,9
Rhizocarpon anaperum,1
Rhizocarpon badioatrum,4
Rhizocarpon caeruleoalbum,1
Rhizocarpon caesium,3
Rhizocarpon chioneum,0
Rhizocarpon cinereonigrum,1
Rhizocarpon cinereovirens,5
Rhizocarpon copelandii,0
Rhizocarpon distinctum,182
Rhizocarpon eupetraeoides,1
Rhizocarpon expallescens,3
Rhizocarpon furfurosum,13
Rhizocarpon geminatum,2
Rhizocarpon geographicum,2081
Rhizocarpon grande,1
Rhizocarpon hochstetteri,90
Rhizocarpon inarense,1
Rhizocarpon infernulum f. infernulum,6
Rhizocarpon infernulum f. sylvaticum,33
Rhizocarpon intermediellum,0
Rhizocarpon jemtlandicum,1
Rhizocarpon lavatum,183
Rhizocarpon lecanorinum,86
Rhizocarpon ochrolechiae,2
Rhizocarpon oederi,279
Rhizocarpon petraeum,416
Rhizocarpon polycarpum,55
Rhizocarpon postumum,1
Rhizocarpon reductum,3488
Rhizocarpon richardii,199
Rhizocarpon ridescens,0
Rhizocarpon simillimum,2
Rhizocarpon subgeminatum,3
Rhizocarpon sublavatum,2
Rhizocarpon umbilicatum,41
Rhizocarpon viridiatrum,12
Rhymbocarpus cruciatus,3
Rhymbocarpus pubescens,0
Rimularia badioatra,15
Rimularia furvella,85
Rimularia fuscosora,0
Rimularia gyrizans,13
Rimularia insularis,8
Rimularia intercedens,13
Rimularia limborina,8
Rimularia mullensis,6
Rinodina aspersa,7
Rinodina atrocinerea,75
Rinodina beccariana,19
Rinodina biloculata,4
Rinodina bischoffii,31
Rinodina calcarea,101
Rinodina colobinoides,0
Rinodina confragosa,18
Rinodina conradii,6
Rinodina degeliana,0
Rinodina efflorescens,65
Rinodina fimbriata,1
Rinodina flavosoralifera,1
Rinodina griseosoralifera,18
Rinodina immersa,1
Rinodina interpolata,5
Rinodina isidioides,10
Rinodina laevigata,0
Rinodina luridescens,47
Rinodina mniaraea var. cinnamomea,0
Rinodina occulta,5
Rinodina oleae,3300
Rinodina orculariopsis,8
Rinodina oxydata,2
Rinodina pityrea,17
Rinodina pyrina,2
Rinodina roboris var. armeriicola,2
Rinodina roboris var. roboris,145
Rinodina sophodes,265
Rinodina teichophila,1236
Roccella fuciformis,5
Roccella phycopsis,26
Roccellographa circumscripta,30
Rocellographa sorediata,2
Romjularia lurida,55
Ropalospora hibernica,0
Ropalospora lugubris f. lugubris,5
Ropalospora viridis,36
Roselliniella cladoniae,5
Roselliniella microthelia,0
Roselliniella nephromatis,1
Roselliniopsis tartaricola,4
Rosellinula haplospora,1
Sagediopsis aquatica,0
Sagediopsis campsteriana,2
Sagediopsis lomnitzensis,5
Sagiolechia protuberans,2
Sarcogyne clavus,8
Sarcogyne privigna,36
Sarcogyne regularis,1136
Sarcopyrenia beckhausiana,1
Sarcopyrenia cylindrospora,1
Sarcopyrenia gibba var. geisleri,410
Sarcosagium campestre var. campestre,25
Sarcosagium campestre var. macrosporum,8
Schadonia fecunda,0
Schaereria cinereorufa,119
Schaereria corticola,2
Schaereria fuscocinerea var. fuscocinerea,179
Schaereria fuscocinerea var. sorediata,1
Schismatomma cretaceum,76
Schismatomma decolorans,521
Schismatomma graphidioides,17
Schismatomma niveum,76
Schismatomma quercicola,78
Schismatomma umbrinum,22
Sclerococcum griseisporodochium,3
Sclerococcum montagnei,3
Sclerococcum simplex,1
Sclerococcum sphaerale,89
Sclerococcum tephromelarum,3
Sclerophora pallida,18
Sclerophora peronella,28
Scoliciosporum chlorococcum,496
Scoliciosporum curvatum,4
Scoliciosporum intrusum,5
Scoliciosporum pruinosum,39
Scoliciosporum sarothamni,7
Scoliciosporum umbrinum,2716
Scutula dedicata,1
Scutula epicladonia,3
Scutula tuberculosa,1
Siphula ceratites,2
Skyttea buelliae,4
Skyttea caesii,5
Skyttea elachistophora,2
Skyttea gregaria,32
Skyttea lecanorae,17
Skyttea nitschkei,33
Skyttea pyrenulae,5
Skyttea spinosa,2
Skyttea tephromelarum,1
Skyttea viridis,1
Skyttella mulleri,1
Solenopsora candicans,581
Solenopsora holophaea,50
Solenopsora liparina,4
Solenopsora vulturiensis,146
Solorina bispora,1
Solorina bispora var. bispora,1
Solorina bispora var. macrospora,0
Solorina crocea,38
Solorina saccata,67
Solorina spongiosa,14
Sphaerellothecium araneosum,7
Sphaerellothecium cladoniae,1
Sphaerellothecium minutum,1
Sphaerellothecium parietinarium,3
Sphaerellothecium propinquellum,1
Sphaerophorus fragilis,185
Sphaerophorus globosus,743
Sphinctrina anglica,0
Sphinctrina tubiformis,3
Sphinctrina turbinata,25
Spiloma auratum,6
Spirographa fusisporella,9
Sporastatia polyspora,0
Squamarina cartilaginea,56
Squamarina lentigera,0
Staurothele bacilligera,2
Staurothele caesia,3
Staurothele fissa,32
Staurothele frustulenta,1
Staurothele geoica,2
Staurothele guestphalica,8
Staurothele hymenogonia,13
Staurothele rugulosa,0
Staurothele rupifraga,9
Staurothele succedens,7
Steinia geophana,29
Stenocybe nitida,9
Stenocybe pullatula,228
Stenocybe septata,147
Stereocaulon alpinum,1
Stereocaulon condensatum,33
Stereocaulon dactylophyllum var. dactylophyllum,171
Stereocaulon dactylophyllum var. occident,1
Stereocaulon delisei,16
Stereocaulon evolutum,171
Stereocaulon glareosum,3
Stereocaulon leucophaeopsis,62
Stereocaulon nanodes,74
Stereocaulon pileatum,117
Stereocaulon plicatile,4
Stereocaulon saxatile,9
Stereocaulon spathuliferum,2
Stereocaulon tornense,3
Stereocaulon vesuvianum var. vesuvianum,595
Stereocaulon vesuvianum var. nodulosum,59
Stereocaulon vesuvianum var. symphycheile,31
Sticta canariensis (blue-green phycotype),93
Sticta canariensis (combined),11
Sticta canariensis s. str. (green morph),9
Sticta fuliginosa,345
Sticta limbata,361
Sticta sylvatica,440
Stigmidium aggregatum,3
Stigmidium arthoniae,3
Stigmidium congestum,4
Stigmidium degelii,12
Stigmidium epiramalina,4
Stigmidium eucline,17
Stigmidium fuscatae,1
Stigmidium hageniae,2
Stigmidium lecidellae,1
Stigmidium marinum,2
Stigmidium microspilum,68
Stigmidium peltideae,8
Stigmidium pumilum,0
Stigmidium rivulorum,1
Stigmidium solorinarium,2
Stigmidium tabacinae,4
Strangospora deplanata,0
Strangospora microhaema,15
Strangospora moriformis,18
Strangospora pinicola,24
Strigula calcarea,1
Strigula confusa,1
Strigula jamesii,32
Strigula muscicola,0
Strigula phaea,2
Strigula stigmatella var. alpestris,4
Strigula stigmatella var. stigmatella,1
Strigula tagananae,0
Strigula taylorii,50
Strigula thelopsidoides,2
Synalissa ramulosa,3
Syncesia myrticola,5
Syzygospora bachmannii,2
Syzygospora physciacearum,36
Taeniolella beschiana,0
Taeniolella delicata,2
Taeniolella phaeophysciae,14
Taeniolella punctata,1
Taeniolella rolfii,1
Taeniolina scripta,6
Telogalla olivieri,9
Teloschistes chrysophthalmus,6
Teloschistes flavicans,8
Tephromela atra var. atra,4114
Tephromela atra var. torulosa,23
Tephromela grumosa,161
Tephromela pertusarioides,3
Thamnolia vermicularis var. subuliformis,84
Thelenella larbalestieri,1
Thelenella modesta,0
Thelenella muscorum var. muscorum,39
Thelenella muscorum var. octospora,3
Thelidium decipiens,146
Thelidium fontigenum,4
Thelidium fumidum,2
Thelidium impressum,1
Thelidium incavatum,120
Thelidium methorium,1
Thelidium minutulum,23
Thelidium papulare f. papulare,74
Thelidium papulare f. sorediatum,3
Thelidium pluvium,7
Thelidium pyrenophorum,21
Thelidium zwackhii,11
Thelocarpon epibolum s. lat.,3
Thelocarpon epibolum var. epibolum,12
Thelocarpon epibolum var. epithallinum,2
Thelocarpon impressellum,5
Thelocarpon intermediellum,4
Thelocarpon laureri,14
Thelocarpon lichenicola,7
Thelocarpon magnussonii,0
Thelocarpon olivaceum,1
Thelocarpon opertum,2
Thelocarpon pallidum,1
Thelocarpon sphaerosporum,0
Thelocarpon strasseri,3
Thelocarpon superellum,3
Thelomma ocellatum,16
Thelopsis isiaca,0
Thelopsis melathelia,2
Thelopsis rubella,52
Thelotrema lepadinum,623
Thelotrema macrosporum,59
Thelotrema petractoides,131
Thrombium epigaeum,8
Tomasellia diffusa,2
Tomasellia gelatinosa,193
Toninia aromatica,2476
Toninia episema,28
Toninia fusispora,1
Toninia mesoidea,8
Toninia physaroides,0
Toninia plumbina,6
Toninia rosulata,0
Toninia sedifolia,111
Toninia squalescens,3
Toninia squalida,1
Toninia subfuscae,1
Toninia thiopsora,11
Toninia verrucarioides,30
Topeliopsis azorica,0
Trapelia coarctata,1941
Trapelia corticola,240
Trapelia glebulosa,1310
Trapelia obtegens,373
Trapelia placodioides,1734
Trapeliopsis aeneofusca,0
Trapeliopsis flexuosa,968
Trapeliopsis gelatinosa,84
Trapeliopsis glaucolepidea,15
Trapeliopsis granulosa,1225
Trapeliopsis percrenata,11
Trapeliopsis pseudogranulosa,463
Trapeliopsis viridescens,0
Trapeliopsis wallrothii,44
Tremella caloplacae,1
Tremella cetrariicola,4
Tremella coppinsii,21
Tremella hypogymniae,8
Tremella lichenicola,13
Tremella lobariacearum,1
Tremella normandinae,0
Tremella pertusariae,5
Tremella phaeographidis,4
Tremella phaeophysciae,2
Tremella ramalinae,20
Tremella tuckerae,1
Tremolecia atrata,249
Trichonectria hirta,1
Tuckermannopsis chlorophylla,659
Tylophoron hibernicum,7
Tylothallia biformigera,49
Umbilicaria crustulosa,3
Umbilicaria cylindrica,250
Umbilicaria deusta,25
Umbilicaria hirsuta,1
Umbilicaria hyperborea,5
Umbilicaria polyphylla,349
Umbilicaria polyrrhiza,109
Umbilicaria proboscidea,97
Umbilicaria spodochroa,1
Umbilicaria torrefacta,203
Unguiculariopsis lesdainii,1
Unguiculariopsis lettaui,15
Unguiculariopsis manriquei,1
Unguiculariopsis refractiva,1
Unguiculariopsis thallophila,29
Usnea articulata,148
Usnea ceratina,111
Usnea cornuta,525
Usnea dasypoga,267
Usnea esperantiana,32
Usnea flammea,203
Usnea flavocardia,3
Usnea florida,145
Usnea fragilescens var. fragilescens,0
Usnea fragilescens var. mollis,148
Usnea fulvoreagens,6
Usnea glabrata,0
Usnea glabrescens,8
Usnea hirta,199
Usnea rubicunda,151
Usnea subfloridana,1763
Usnea wasmuthii,121
Vahliella atlantica,17
Vahliella leucophaea,92
Varicellaria hemisphaerica,265
Varicellaria lactea,373
Varicellaria velata,3
Verrucaria murina,38
Verrucaria aethiobola,96
Verrucaria elaeomelaena s. lat.,0
Verrucaria aquatilis,79
Verrucaria baldensis,2318
Verrucaria bryoctona,15
Verrucaria bulgarica,4
Verrucaria caerulea,70
Verrucaria calciseda auct.,138
Verrucaria cernaensis,3
Verrucaria conturmatula,5
Verrucaria cyanea,2
Verrucaria degelii,0
Verrucaria ditmarsica,19
Verrucaria dolosa,68
Verrucaria dufourii,47
Verrucaria elaeina,137
Verrucaria elaeomelaena,7
Verrucaria funckii,14
Verrucaria fusconigrescens,216
Verrucaria halizoa,26
Verrucaria hochstetteri,2522
Verrucaria hydrophila,40
Verrucaria internigrescens,22
Verrucaria latebrosa,5
Verrucaria latericola,0
Verrucaria macrostoma f. macrostoma,1106
Verrucaria macrostoma f. furfuracea,1446
Verrucaria madida,0
Verrucaria margacea,32
Verrucaria mucosa,163
Verrucaria muralis,3074
Verrucaria nigrescens f. nigrescens,5720
Verrucaria nigrescens f. tectorum,79
Verrucaria ochrostoma,45
Verrucaria pachyderma,6
Verrucaria parmigerella,1
Verrucaria phaeosperma,5
Verrucaria pinguicula,13
Verrucaria polysticta,43
Verrucaria praetermissa,73
Verrucaria prominula,29
Verrucaria rosula,0
Verrucaria sandstedei,1
Verrucaria simplex,4
Verrucaria sphaerospora,0
Verrucaria squamulosa,4
Verrucaria striatula,83
Verrucaria viridula,2950
Vestergrenopsis elaeina,1
Vezdaea acicularis,9
Vezdaea aestivalis,25
Vezdaea cobria,11
Vezdaea leprosa,58
Vezdaea retigera,14
Vezdaea rheocarpa,6
Vezdaea stipitata,1
Violella fucata,427
Vouauxiella lichenicola,87
Vouauxiella verrucosa,6
Vouauxiomyces ramalinae,0
Vouauxiomyces santessonii,2
Vouauxiomyces truncatus,9
Vulpicida pinastri,12
Wadeana dendrographa,22
Wadeana minuta,6
Weddellomyces epicallopisma,33
Wentiomyces lichenicola subsp. bouteillei,2
Xanthoparmelia conspersa,608
Xanthoparmelia delisei,11
Xanthoparmelia loxodes,145
Xanthoparmelia luteonotata,2
Xanthoparmelia mougeotii,1249
Xanthoparmelia perrugata,1
Xanthoparmelia protomatrae,1
Xanthoparmelia pulla,56
Xanthoparmelia tinctina,1
Xanthoparmelia verruculifera,776
Xanthoria aureola,137
Xanthoria calcicola,2776
Xanthoria candelaria s. lat.,2623
Xanthoria candelaria s. str.,172
Xanthoria elegans,312
Xanthoria fulva,1
Xanthoria parietina,7360
Xanthoria polycarpa,2218
Xanthoria ucrainica,334
Xanthoria ulophyllodes,38
Xanthoriicola physciae,100
Xenonectriella lutescens,1
Xenonectriella streimannii,4
Xerotrema megalospora,3
Xerotrema quercicola,10
Xylographa parallela,81
Xylographa trunciseda,54
Xylographa vitiligo,100
Zwackhiomyces berengerianus,0
Zwackhiomyces coepulonus,1
Zwackhiomyces dispersus,0
Zwackhiomyces lacustris,0
Zwackhiomyces lecanorae,1
Zwackhiomyces physciicola,0
Zwackhiomyces sphinctrinoides,1
Mil_166,417
Mil_147,225
Mil_169,2685
Mil_164,465
Mil_135,601
Mil_149,45
Mil_257,2520
Mil_194,66
Mil_229,1478
Mil_216,163
Mil_233,190
Mil_249,1182
Mil_144,1073
Mil_141,70
Mil_183,1235
Mil_214,489
Mil_207,938
Mil_218,1187
Mil_232,243
Mil_167,33
Mil_168,34
Mil_200,87
Mil_152,0
Mil_192,671
Mil_209,307
Mil_201,168
Mil_231,585
Mil_137,192
Mil_151,196
Mil_230,7
Mil_198,272
Mil_237,182
Mil_195,23
Mil_175,12
Mil_130,6
Mil_140,19
Mil_165,272
Mil_132,115
Mil_179,32
Mil_172,13
Mil_254,22
Mil_126,60
Mil_157,51
Mil_220,3
Mil_245,8
Mil_171,5
Mil_212,9
Mil_259,10
Mil_170,0
Mil_128,6
Mil_139,5
Mil_243,0
Mil_205,5
Mil_261,0
Mil_186,2
Mil_202,1
Mil_264,0
Mil_241,4
Mil_124,0
Mol_485,58
Mol_380,25
Mol_366,2
Mol_331,1243
Mol_262,272
Mol_353,18
Mol_151,479
Mol_360,18
Mol_149,934
Mol_233,2207
Mol_356,49
Mol_342,54
Mol_219,2
Mol_302,309
Mol_391,193
Mol_300,10
Mol_153,319
Mol_247,29
Mol_377,28
Mol_304,205
Mol_2262,96
Mol_156,237
Mol_503,310
Mol_307,1055
Mol_267,249
Mol_227,405
Mol_479,20
Mol_296,155
Mol_236,614
Mol_237,1304
Mol_314,85
Mol_435,701
Mol_210,363
Mol_506,177
Mol_255,38
Mol_373,85
Mol_229,322
Mol_437,170
Mol_332,8
Mol_410,4
Mol_444,24
Mol_396,1024
Mol_176,33
Mol_131,190
Mol_203,1580
Mol_280,277
Mol_126,306
Mol_293,1209
Mol_489,12
Mol_350,36
Mol_270,128
Mol_313,59
Mol_192,45
Mol_265,59
Mol_322,20
Mol_369,30
Mol_278,27
Mol_346,323
Mol_298,143
Mol_144,92
Mol_408,32
Mol_173,106
Mol_232,84
Mol_185,302
Mol_487,299
Mol_201,105
Mol_165,6
Mol_163,6
Mol_305,3
Mol_235,73
Mol_463,71
Mol_488,237
Mol_447,18
Mol_480,190
Mol_483,21
Mol_421,118
Mol_425,28
Mol_334,11
Mol_416,26
Mol_140,622
Mol_486,48
Mol_128,133
Mol_241,2972
Mol_431,458
Mol_470,5
Mol_1735,215
Mol_168,307
Mol_403,513
Mol_354,3
Mol_467,403
Mol_372,223
Mol_442,18
Mol_453,1565
Mol_474,25
Mol_405,147
Mol_371,33
Mol_327,136
Mol_358,449
Mol_2781,80
Mol_475,262
Mol_179,374
Mol_375,259
Mol_387,478
Mol_386,383
Mol_2964,10
Mol_2962,1505
Mol_289,146
Mol_310,562
Mol_344,1912
Mol_424,591
Mol_252,204
Mol_254,37
Mol_333,286
Mol_443,18
Mol_134,673
Mol_139,204
Mol_394,26
Mol_507,302
Mol_1822,36
Mol_154,1807
Mol_204,2177
Mol_221,301
Mol_196,46
Mol_218,174
Mol_258,585
Mol_345,1630
Mol_433,26
Mol_295,930
Mol_222,85
Mol_181,644
Mol_137,421
Mol_215,1367
Mol_454,2394
Mol_491,596
Mol_238,3301
Mol_158,91
Mol_160,3
Mol_418,11
Mol_231,25
Mol_198,714
Mol_340,759
Mol_492,22
Mol_365,215
Mol_182,253
Mol_155,1037
Mol_740,14
Mol_2960,10
Mol_364,88
Mol_193,606
Mol_264,408
Mol_253,15
Mol_370,134
Mol_243,83
Mol_367,74
Mol_275,8
Mol_2850,64
Mol_496,1022
Mol_157,2005
Mol_1043,320
Mol_133,1854
Mol_1034,1731
Mol_895,595
Mol_368,45
Mol_695,934
Mol_694,614
Mol_383,354
Mol_700,112
Mol_468,290
Mol_349,491
Mol_697,184
Mol_2369,5
Mol_2515,33
Mol_473,287
Mol_2872,708
Mol_464,26
Mol_146,130
Mol_2965,348
Mol_1352,661
Mol_501,69
Mol_323,425
Mol_152,392
Mol_376,31
Mol_311,48
Mol_378,232
Mol_2961,103
Mol_2156,366
Mol_320,2
Mol_739,254
Mol_124,50
Mol_482,23
Mol_400,27
Mol_335,72
Mol_347,61
Mol_143,145
Mol_494,33
Mol_2591,6
Mol_214,89
Mol_449,66
Mol_702,50
Mol_379,41
Mol_2796,1
Mol_1919,11
Mol_170,25
Mol_1692,4
Mol_481,5
Mol_2224,63
Mol_500,49
Mol_720,14
Mol_285,3
Mol_290,8
Mol_457,5
Mol_2260,12
Mol_2934,8
Mol_159,12
Mol_141,16
Mol_282,7
Mol_223,1
Mol_398,2
Mol_461,0
Mol_436,1
Mol_1804,8
Mol_316,15
Mol_426,6
Mol_162,10
Mol_696,17
Mol_2627,1
Mol_294,2
Mol_1068,10
Mol_508,1
Mol_1013,2
Mol_161,3
Mol_352,6
Mol_164,9
Mol_451,1
Mol_469,6
Mol_701,4
Mol_175,0
Mol_2969,2
Mol_484,1
Mol_1496,0
Mol_2972,0
Mol_2970,3
Mol_337,5
Mol_1998,3
Mol_359,3
Mol_197,2
Mol_2143,0
Mol_2973,1
Mol_286,9
Mol_2937,1
Mol_263,2
Mol_2186,1
Mol_961,1
Mol_1910,1
Mol_2966,0
Mol_2116,0
Mol_1985,1
Mol_2295,0
Mol_1532,0
Mol_656,0
Mol_493,0
Mol_1547,0
Mol_1912,0
Mol_2971,1
Mol_2158,1
Mol_1282,1
Mec_129,478
Neu_174,447
Meg_129,648
Meg_126,59
Neu_131,740
Mec_130,752
Neu_234,1432
Neu_187,346
Neu_229,227
Neu_207,16
Neu_220,68
Neu_151,8
Neu_192,215
Neu_158,119
Neu_196,72
Neu_227,303
Neu_154,298
Neu_203,8
Neu_173,581
Mec_125,27
Neu_205,74
Neu_201,187
Neu_176,551
Rap_124,60
Neu_181,293
Neu_157,164
Neu_194,231
Neu_175,207
Neu_138,382
Neu_186,279
Neu_210,11
Neu_211,153
Neu_179,47
Rap_132,105
Neu_146,41
Neu_152,52
Neu_159,185
Neu_130,28
Neu_231,28
Neu_145,4
Neu_185,39
Rap_126,56
Neu_216,16
Neu_169,12
Neu_180,98
Neu_248,102
Neu_170,0
Neu_212,6
Neu_134,28
Neu_218,17
Neu_232,27
Meg_128,26
Neu_155,3
Neu_197,4
Neu_127,34
Neu_128,25
Neu_177,65
Neu_221,19
Neu_161,13
Mec_128,63
Neu_132,6
Neu_129,9
Neu_135,17
Neu_163,3
Rap_130,17
Neu_208,0
Neu_148,1
Neu_144,13
Neu_225,5
Neu_250,2
Neu_267,1
Neu_183,2
Neu_172,0
Neu_178,8
Neu_165,2
Neu_228,0
Neu_224,0
Neu_217,2
Neu_193,0
Neu_171,0
Neu_149,0
Neu_125,1
Ort_195,744
Ort_196,822
Ort_136,984
Ort_137,422
Ort_130,997
Ort_131,3238
Ort_132,3071
Ort_133,7
Ort_139,1
Ort_154,6
Ort_145,37
Ort_163,658
Ort_156,2156
Ort_216,36
Ort_158,1174
Ort_189,13
Ort_198,303
Ort_166,66
Ort_160,121
Ort_161,1625
Ort_172,90
Ort_173,2448
Ort_180,75
Ort_178,2542
Ort_186,143
Ort_194,37
Ort_176,0
Ort_250,1
Hem_2467,494
Hem_2147,148
Hem_1973,42
Hem_2209,210
Hem_2203,436
Hem_2257,36
Hem_2111,63
Hem_1445,479
Hem_2080,104
Hem_1118,2105
Hem_1828,388
Hem_2205,121
Hem_1827,958
Hem_2424,454
Hem_3946,1195
Hem_3661,776
